Name,Team,billikenTeam,contract,salary,point_value,repl,par,PA,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,ev,surplus
Riley Cornelio,WSN,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,17,1,0,12,5.2,1.53,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA
John Brebbia,COL,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,10,0,0,10,4.95,1.43,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA
Kevin Abel,CIN,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,10,0,0,8,5.3,1.52,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA
Carson Palmquist,COL,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,24,1,0,23,5.12,1.48,0,0,0,0,0,0,0,0,-0.3,NA
Cam Sanders,PIT,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,30,1,0,28,4.75,1.55,0,0,0,0,0,0,0,0,-0.3,NA
Orlando Ribalta,WSN,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,30,1,0,27,4.8,1.5,0,0,0,0,0,0,0,0,-0.3,NA
Triston McKenzie,SDP,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,30,1,0,29,5.02,1.47,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA
James McCann,ARI,NA,NA,NA,1.4,3.3,-1.9,194,5,20,22,1,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,NA
Hyeseong Kim,LAD,Free At Last,2,7,1.4,3.3,-1.9,140,2,16,16,8,0.249,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,1,-0.6,-7.6
Jeferson Quero,MIL,NA,NA,NA,0,1.9,-1.9,6,0,1,1,0,0.227,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,-0.6,NA
Hayden Senger,NYM,NA,NA,NA,-0,1.9,-1.9,13,0,1,1,0,0.205,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,-0.6,NA
Rodolfo Duran,SDP,NA,NA,NA,0,1.9,-1.9,6,0,1,1,0,0.224,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,-0.6,NA
Ben Rortvedt,LAD,Louisville Sluggers,2,1,-0,1.9,-1.9,13,0,1,1,0,0.203,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,-0.6,-1.6
Kyle Freeland,COL,NA,NA,NA,-0.3,1.6,-1.9000000000000001,NA,NA,NA,NA,NA,NA,160,8,0,118,5.02,1.42,0,0,0,0,0,0,0,0,-0.6,NA
Chase Petty,CIN,NA,NA,NA,-0.3,1.6,-1.9000000000000001,NA,NA,NA,NA,NA,NA,46,2,0,36,5.09,1.46,0,0,0,0,0,0,0,0,-0.6,NA
Luis Mey,CIN,NA,NA,NA,-0.3,1.6,-1.9000000000000001,NA,NA,NA,NA,NA,NA,40,2,0,38,4.96,1.56,0,0,0,0,0,0,0,0,-0.6,NA
Zach Agnos,COL,Big Red Machine,2,1,-0.3,1.6,-1.9000000000000001,NA,NA,NA,NA,NA,NA,50,2,0,40,5.13,1.46,0,0,0,0,0,0,0,0,-0.6,-1.6
Ryan Waldschmidt,ARI,NA,NA,NA,1.3,3.3,-1.9999999999999998,161,3,20,17,4,0.239,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-0.9,NA
Drew Gilbert,SFG,Hoosiers,2,1,1.3,3.3,-1.9999999999999998,196,5,21,22,2,0.23,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-0.9,-1.9
Tyler Locklear,ARI,NA,NA,NA,1.3,3.3,-1.9999999999999998,154,4,18,19,3,0.244,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,-0.9,NA
Enrique Hernandez,LAD,Melonheads,2,1,1.3,3.3,-1.9999999999999998,196,6,22,23,1,0.225,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,-0.9,-1.9
Taijuan Walker,PHI,NA,NA,NA,-0.4,1.6,-2,NA,NA,NA,NA,NA,NA,120,6,0,84,4.96,1.43,0,0,0,0,0,0,0,0,-0.9,NA
Gary Sanchez,MIL,NA,NA,NA,1.2,3.3,-2.0999999999999996,144,7,16,20,0,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,NA
Bryce Johnson,SDP,NA,NA,NA,1.2,3.3,-2.0999999999999996,189,2,20,17,7,0.231,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-1.2,NA
Zac Veen,COL,Hoosiers,2,1,1.2,3.3,-2.0999999999999996,119,3,14,13,4,0.25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-1.2,-2.2
Jose Quintana,COL,Free Birds,2,1,-0.5,1.6,-2.1,NA,NA,NA,NA,NA,NA,144,8,0,102,4.86,1.49,0,0,0,0,0,0,0,0,-1.2,-2.2
Jose Quintana,COL,Free Birds,2,1,-0.5,1.6,-2.1,NA,NA,NA,NA,NA,NA,144,8,0,102,4.86,1.49,0,0,0,0,1,0,0,1,-1.2,-2.2
Michael Lorenzen,COL,NA,NA,NA,-0.5,1.6,-2.1,NA,NA,NA,NA,NA,NA,143,7,0,114,5.08,1.45,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,NA
Luis Peralta,COL,NA,NA,NA,-0.5,1.6,-2.1,NA,NA,NA,NA,NA,NA,34,1,0,32,5.4,1.62,0,0,0,0,0,0,0,0,-1.2,NA
Luis Peralta,COL,NA,NA,NA,-0.5,1.6,-2.1,NA,NA,NA,NA,NA,NA,34,1,0,32,5.4,1.62,0,0,0,0,0,0,0,0,-1.2,NA
Alex Call,LAD,Free At Last,2,1,1.1,3.3,-2.1999999999999997,140,4,17,16,2,0.24,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-1.5,-2.5
Jett Williams,MIL,Hoosiers,2,1,1.1,3.3,-2.1999999999999997,147,3,18,16,5,0.222,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-1.5,-2.5
Esteury Ruiz,MIA,NA,NA,NA,1.1,3.3,-2.1999999999999997,77,2,10,8,7,0.246,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-1.5,NA
Santiago Espinal,CIN,NA,NA,NA,1.1,3.3,-2.1999999999999997,196,2,18,17,2,0.25,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,-1.5,NA
Jorge Mateo,ATL,NA,NA,NA,1.1,3.3,-2.1999999999999997,105,2,12,10,8,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA
Tomoyuki Sugano,COL,NA,NA,NA,-0.6,1.6,-2.2,NA,NA,NA,NA,NA,NA,116,6,0,74,5.17,1.43,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA
Bryan Torres,STL,NA,NA,NA,1,3.3,-2.3,112,1,12,10,4,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,NA
Nick Yorke,PIT,NA,NA,NA,1,3.3,-2.3,119,2,13,11,3,0.254,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,-1.8,NA
Tim Tawa,ARI,NA,NA,NA,1,3.3,-2.3,161,4,18,17,3,0.223,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,1,-1.8,NA
Jorge Barrosa,ARI,NA,NA,NA,1,3.3,-2.3,182,3,20,17,3,0.227,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-1.8,NA
Luis Matos,SFG,NA,NA,NA,0.9,3.3,-2.4,84,3,10,10,2,0.249,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-2.1,NA
Nathaniel Lowe,CIN,NA,NA,NA,0.9,3.3,-2.4,105,3,12,13,0,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,NA
Jerar Encarnacion,SFG,Hoosiers,2,1,0.9,3.3,-2.4,112,4,12,15,1,0.237,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-2.1,-3.1
Ryan Feltner,COL,NA,NA,NA,-0.8,1.6,-2.4000000000000004,NA,NA,NA,NA,NA,NA,97,4,0,80,5.16,1.49,0,0,0,0,0,0,0,0,-2.1,NA
Chase Dollander,COL,NA,NA,NA,-0.8,1.6,-2.4000000000000004,NA,NA,NA,NA,NA,NA,114,5,0,98,5.27,1.49,0,0,0,0,0,0,0,0,-2.1,NA
Alex Freeland,LAD,NA,NA,NA,0.8,3.3,-2.5,91,3,11,10,2,0.226,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,-2.4,NA
Chas McCormick,CHC,NA,NA,NA,0.8,3.3,-2.5,105,3,12,11,3,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,NA
Deyvison De Los Santos,MIA,NA,NA,NA,0.8,3.3,-2.5,112,4,12,13,1,0.233,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,-2.4,NA
Eli White,ATL,Free At Last,2,1,0.7,3.3,-2.5999999999999996,70,2,9,8,3,0.237,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-2.7,-3.7
Joey Wiemer,WSN,NA,NA,NA,0.7,3.3,-2.5999999999999996,119,3,12,12,3,0.208,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-2.7,NA
Ildemaro Vargas,ARI,NA,NA,NA,0.6,3.3,-2.6999999999999997,98,1,9,10,1,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
Will Wagner,SDP,NA,NA,NA,0.6,3.3,-2.6999999999999997,84,1,9,8,1,0.253,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,1,-3,NA
Adael Amador,COL,NA,NA,NA,0.6,3.3,-2.6999999999999997,63,1,7,7,2,0.25,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,-3,NA
T.J. Rumfield,COL,NA,NA,NA,0.6,3.3,-2.6999999999999997,63,2,7,7,0,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA
Maximo Acosta,MIA,NA,NA,NA,0.5,3.3,-2.8,70,2,7,7,3,0.224,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,-3.3,NA
Kris Bryant,COL,National Pastime,2,3,0.5,3.3,-2.8,91,2,10,9,0,0.238,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,-3.3,-6.3
Endy Rodriguez,PIT,Hoosiers,2,5,0.4,3.3,-2.9,54,1,6,6,0,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-3.6,-8.6
Endy Rodriguez,PIT,Blue Socks,2,1,0.4,3.3,-2.9,54,1,6,6,0,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-3.6,-4.6
Christian Koss,SFG,NA,NA,NA,0.4,3.3,-2.9,49,1,6,5,1,0.249,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,-3.6,NA
Dylan Moore,PHI,NA,NA,NA,0.4,3.3,-2.9,42,1,5,5,2,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6,NA
Tirso Ornelas,SDP,NA,NA,NA,0.4,3.3,-2.9,56,1,6,6,1,0.24,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.6,NA
Orelvis Martinez,WSN,NA,NA,NA,0.4,3.3,-2.9,98,3,10,11,0,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6,NA
Antonio Senzatela,COL,NA,NA,NA,-1.3,1.6,-2.9000000000000004,NA,NA,NA,NA,NA,NA,85,4,0,51,5.47,1.57,0,0,0,0,0,0,0,0,-3.6,NA
Aidan Miller,PHI,Blue Socks,2,1,0.3,3.3,-3,42,1,5,4,2,0.224,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-3.9,-4.9
Brett Wisely,ATL,NA,NA,NA,0.3,3.3,-3,42,1,5,4,1,0.236,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,-3.9,NA
Rafael Flores Jr.,PIT,NA,NA,NA,0.3,3.3,-3,53,1,5,5,0,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,NA
Brandon Lockridge,MIL,NA,NA,NA,0.3,3.3,-3,42,0,5,4,2,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Tommy Troy,ARI,NA,NA,NA,0.3,3.3,-3,35,1,4,3,1,0.239,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-3.9,NA
Jack Suwinski,PIT,NA,NA,NA,0.3,3.3,-3,35,1,4,4,1,0.22,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Tyler Fitzgerald,SFG,National Pastime,Opt,1,0.3,3.3,-3,28,1,3,3,1,0.233,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,-3.9,-4.9
Vidal Brujan,NYM,NA,NA,NA,0.3,3.3,-3,35,1,4,3,1,0.227,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,-3.9,NA
Tyler Callihan,CIN,NA,NA,NA,0.3,3.3,-3,49,1,5,5,1,0.227,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,-3.9,NA
Gabriel Rincones Jr.,PHI,NA,NA,NA,0.3,3.3,-3,35,1,4,4,1,0.216,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Kevin Alcantara,CHC,NA,NA,NA,0.3,3.3,-3,35,1,4,4,1,0.231,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Bryan Ramos,STL,NA,NA,NA,0.3,3.3,-3,35,1,4,4,1,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,NA
Blake Dunn,CIN,NA,NA,NA,0.3,3.3,-3,28,1,3,3,1,0.232,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Grant McCray,SFG,NA,NA,NA,0.3,3.3,-3,28,1,3,3,1,0.223,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-3.9,NA
Sterlin Thompson,COL,NA,NA,NA,0.3,3.3,-3,28,1,3,3,0,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,NA
MJ Melendez,NYM,NA,NA,NA,0.3,3.3,-3,42,1,5,5,1,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,NA
Yohandy Morales,WSN,NA,NA,NA,0.3,3.3,-3,56,1,6,6,0,0.236,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,-3.9,NA
Jose Miranda,SDP,NA,NA,NA,0.3,3.3,-3,56,1,5,6,0,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,NA
Jesus Rodriguez,SFG,NA,NA,NA,0.2,3.3,-3.0999999999999996,26,0,3,2,1,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,NA
Jonah Heim,ATL,NA,NA,NA,0.2,3.3,-3.0999999999999996,45,1,4,5,0,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,NA
Mason McCoy,SDP,NA,NA,NA,0.2,3.3,-3.0999999999999996,49,1,5,4,1,0.203,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-4.2,NA
Cesar Prieto,STL,NA,NA,NA,0.2,3.3,-3.0999999999999996,28,0,3,3,0,0.256,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,-4.2,NA
Kyle Farmer,ATL,Free At Last,2,1,0.2,3.3,-3.0999999999999996,28,1,3,3,0,0.233,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,-4.2,-5.2
A.J. Vukovich,ARI,NA,NA,NA,0.2,3.3,-3.0999999999999996,28,1,3,3,0,0.236,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.2,NA
Ryan Clifford,NYM,NA,NA,NA,0.2,3.3,-3.0999999999999996,14,1,2,2,0,0.21,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,-4.2,NA
Pedro Leon,PHI,NA,NA,NA,0.2,3.3,-3.0999999999999996,21,1,2,3,1,0.217,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.2,NA
Blaze Jordan,STL,NA,NA,NA,0.2,3.3,-3.0999999999999996,21,1,2,2,0,0.246,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,-4.2,NA
Rece Hinds,CIN,NA,NA,NA,0.2,3.3,-3.0999999999999996,14,1,2,2,0,0.233,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.2,NA
Matt Mervis,WSN,NA,NA,NA,0.2,3.3,-3.0999999999999996,35,1,4,4,0,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,NA
Brock Wilken,MIL,NA,NA,NA,0.1,3.3,-3.1999999999999997,42,1,4,5,0,0.191,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,-4.5,NA
Enmanuel Valdez,PIT,Louisville Sluggers,2,1,0.1,3.3,-3.1999999999999997,14,0,2,2,0,0.239,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,1,-4.5,-5.5
Dylan Carlson,CHC,NA,NA,NA,0.1,3.3,-3.1999999999999997,21,0,2,2,0,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Samad Taylor,SDP,NA,NA,NA,0.1,3.3,-3.1999999999999997,14,0,2,1,1,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Matt Koperniak,STL,NA,NA,NA,0.1,3.3,-3.1999999999999997,21,0,2,2,0,0.239,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Akil Baddoo,MIL,NA,NA,NA,0.1,3.3,-3.1999999999999997,14,0,2,2,0,0.224,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Jonathon Long,CHC,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.246,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,-4.5,NA
Dominic Fletcher,PIT,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Vimael Machin,COL,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Christian Franklin,WSN,NA,NA,NA,0.1,3.3,-3.1999999999999997,14,0,2,1,0,0.233,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
James Triantos,CHC,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.239,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,-4.5,NA
Nicky Lopez,COL,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Christian Encarnacion-Strand,CIN,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.243,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,-4.5,NA
Hector Rodriguez,CIN,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.248,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Kemp Alderman,MIA,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Nick Morabito,NYM,NA,NA,NA,0.1,3.3,-3.1999999999999997,7,0,1,1,0,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Justin Dean,CHC,NA,NA,NA,0.1,3.3,-3.1999999999999997,14,0,2,1,1,0.208,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.5,NA
Jared Serna,MIA,NA,NA,NA,0.1,3.3,-3.1999999999999997,35,0,4,3,1,0.218,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-4.5,NA
Garrett Hampson,CIN,NA,NA,NA,0.1,3.3,-3.1999999999999997,28,0,3,2,1,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA
Reese McGuire,MIL,NA,NA,NA,0,3.3,-3.3,13,0,1,1,0,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Eric Haase,SFG,NA,NA,NA,0,3.3,-3.3,13,0,1,1,0,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Jared Young,NYM,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.237,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,-4.8,NA
Nacho Alvarez Jr.,ATL,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.238,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,-4.8,NA
Ryan Ward,LAD,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Blake Hunt,SDP,NA,NA,NA,0,3.3,-3.3,6,0,1,1,0,0.212,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.8,NA
Austin Barnes,NYM,NA,NA,NA,-0,3.3,-3.3,13,0,1,1,0,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Brett Sullivan,COL,NA,NA,NA,0,3.3,-3.3,13,0,1,1,0,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Steward Berroa,MIL,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.208,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.8,NA
Tyler Black,MIL,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.221,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,-4.8,NA
Chadwick Tromp,ATL,NA,NA,NA,0,3.3,-3.3,6,0,1,1,0,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Edwin Arroyo,CIN,NA,NA,NA,0,3.3,-3.3,14,0,1,1,0,0.252,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,-4.8,NA
Grae Kessinger,NYM,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Sergio Alcantara,WSN,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Billy Cook,PIT,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.225,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,-4.8,NA
Davis Wendzel,PIT,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.208,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,-4.8,NA
Trey Lipscomb,WSN,NA,NA,NA,0,3.3,-3.3,14,0,1,1,0,0.236,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,-4.8,NA
Michael Siani,LAD,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.197,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.8,NA
Ben Cowles,CHC,NA,NA,NA,0,3.3,-3.3,7,0,1,1,0,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Will Banfield,CIN,NA,NA,NA,0,3.3,-3.3,6,0,1,1,0,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
Kristian Robinson,ARI,NA,NA,NA,0,3.3,-3.3,14,0,1,1,0,0.211,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-4.8,NA
Ethan Murray,MIL,NA,NA,NA,-0,3.3,-3.3,14,0,1,1,0,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA
